Name,Description,CostPrice,TaxRate,CostIncTax,SalePriceIncTax,IsVariablePrice,MarginPerc,TaxExemptEligible,RRPrice,Barcode,Category,Brand,Supplier,OrderCode,ArticleCode,Size,Colour,ProductType,TareWeight,ProductId,AgeRestriction
Saurbhi Sambhar Mix 312gms,Saurbhi Sambhar Mix 312gms,1.85000,GST FREE,1.85000,2.99000,False,0.381270,False,0,3117722751,Grocery,SAURBHI,Shivom Enterprises,,,,,Standard,,3820831,
Swagath soft mysore pak,Swagath soft mysore pak,6.00000,GST FREE,6.00000,7.45000,False,0.194630,False,0,744109413551,CONFECTIONERY,SWAAD,,,,,,Standard,,3821325,
Swagath boondi ladoo,Swagath boondi ladoo,5.50000,GST FREE,5.50000,6.99000,False,0.213160,False,0,744109413636,CONFECTIONERY,SWAAD,,,,,,Standard,,3821327,
Saxa ROCK SALT 500g,Saxa ROCK SALT 500g,0.00000,GST FREE,0.00000,2.99000,False,1.000000,False,0,9310412001733,Grocery,SAXA,,,,,,Standard,,3825684,
HEM Holystic Incense Sticks,HEM Holystic Incense Sticks,1.56000,GST FREE,1.56000,3.25000,False,0.520000,False,0,8901810220300,POOJA,HEM,Shivom Enterprises,,,,,Standard,,3826314,
"Yagna Natural Incense ","Yagna Natural Incense ",0.00000,GST FREE,0.00000,2.75000,False,1.000000,False,0,8901751001167,POOJA,ORANG,,,,,,Standard,,3826326,
Woods Incense Stick,Woods Incense Stick,0.00000,GST FREE,0.00000,2.75000,False,1.000000,False,0,8901751358568,POOJA,,,,,,,Standard,,3826344,
Nag Champa Agarbatti,Nag Champa Agarbatti,0.00000,GST FREE,0.00000,2.75000,False,1.000000,False,0,8904245400477,POOJA,,,,,,,Standard,,3826362,
MT jaggery cube brown 1kg,MT jaggery cube brown 1kg,3.36000,GST,3.69600,5.50000,False,0.328000,False,0,8906082393622,Grocery,,,,,,,Standard,,3827325,
Taste N Eat Uzhunnuvada 340G,Taste N Eat Uzhunnuvada 340G,3.63000,GST FREE,3.63000,5.75000,False,0.368700,False,0,8906029015396,FROZEN,,,,,,,Standard,,3831482,
Dare Sparkling Cold Brew Black Coffee,Dare Sparkling Cold Brew Black Coffee,0.00000,GST FREE,0.00000,3.50000,False,1.000000,False,0,9310232960791,Drinks,MILK,,,,,,Standard,,3835552,
Dare Sparkling Cold Brew Vanilla,Dare Sparkling Cold Brew Vanilla,0.00000,GST FREE,0.00000,3.50000,False,1.000000,False,0,9310232960807,Drinks,MILK,,,,,,Standard,,3835555,
Indya idly rice 1kg,Indya idly rice 1kg,1.80000,GST FREE,1.80000,2.70000,False,0.333330,False,0,9339209001404,Grocery,INDYA,,,,,,Standard,,3837399,
Saurbhi Shrikhand Kesar pista 500 gms	,Saurbhi Shrikhand Kesar pista 500 gms	,7.90000,GST,8.69000,13.45000,False,0.353900,False,0,5884334204,CONFECTIONERY,,Shivom Enterprises,,,,,Standard,,3840307,
Saurbhi Shrikhand Mango 500 gms	,Saurbhi Shrikhand Mango 500 gms	,7.90000,GST,8.69000,13.45000,False,0.353900,False,0,4801422046,CONFECTIONERY,,Shivom Enterprises,,,,,Standard,,3840371,
Saurbhi Karela 312gms	,Saurbhi Karela 312gms	,1.45000,GST FREE,1.45000,2.99000,False,0.515050,False,0,3410822208,FROZEN,,Shivom Enterprises,,,,,Standard,,3841380,
Saurbhi Brown Corinder Seed 200 gms	,Saurbhi Brown Corinder Seed 200 gms	,1.40000,GST,1.54000,2.39000,False,0.355650,False,0,8904188608961,Grocery,SAURBHI,Shivom Enterprises,,,,,Standard,,3841465,
Saurbhi Coriander Cumin Powder 200 gms	,Saurbhi Coriander Cumin Powder 200 gms	,1.52000,GST FREE,1.52000,3.50000,False,0.565710,False,0,2570116723,Grocery,,Shivom Enterprises,,,,,Standard,,3841485,
VATIKA COCONUT HAIR OIL 150ml,VATIKA COCONUT HAIR OIL 150ml,2.50000,GST,2.75000,3.50000,False,0.214290,False,0,89003350,SUPPLIES,VATIK,Aftab Impex,,,,,Standard,,3841567,
vishwas sweet banana chips 400g,vishwas sweet banana chips 400g,4.30000,GST,4.73000,6.50000,False,0.272310,False,0,8908000273870,CONFECTIONERY,VISWA,,,,,,Standard,,3843945,
eastern chilli powder hottest 500g,eastern chilli powder hottest 500g,4.09000,GST,4.49900,5.99000,False,0.248910,False,0,8901440022022,Grocery,,,,,,,Standard,,3843968,
double horse easy palappam mix,double horse easy palappam mix,4.15000,GST FREE,4.15000,6.22000,False,0.332800,False,0,8904011503074,Grocery,DOUBLE HORSE,Wales,,,,,Standard,,3843985,
Eastern chukku kappi 150g,Eastern chukku kappi 150g,2.27000,GST,2.49700,3.75000,False,0.334130,False,0,8901440011378,CONFECTIONERY,EASTERN,,,,,,Standard,,3846801,
vishwas ripe banana chips 200g,vishwas ripe banana chips 200g,2.50000,GST,2.75000,4.50000,False,0.388890,False,0,8908000274778,CONFECTIONERY,VISWA,,,,,,Standard,,3846882,
Motherfoods Whipped Butter 250G,Motherfoods Whipped Butter 250G,3.00000,GST,3.30000,5.20000,False,0.365380,False,0,1413431660,Dairy,,Indian Foods,,,,,Standard,,3847452,
Instant Delight Banana Sweetenedn 300g,Instant Delight Banana Sweetenedn 300g,0.00000,GST,0.00000,5.99000,False,1.000000,False,0,8904051300664,Grocery,,,,,,,Standard,,3861920,
Nutri Oil EXTRA VIRGIN COCONUT OIL 1ltr,Nutri Oil EXTRA VIRGIN COCONUT OIL 1ltr,9.00000,GST,9.90000,14.89000,False,0.335120,False,0,9345450008161,Grocery,,,,,,,Standard,,3861947,
VADILAL RED CHILLI 312g,VADILAL RED CHILLI 312g,0.00000,GST,0.00000,3.75000,False,1.000000,False,0,8901777058664,Grocery,,,,,,,Standard,,3862150,
DD cutlet vegetable 454g,DD cutlet vegetable 454g,4.25000,GST,4.67500,6.99000,False,0.331190,False,0,664648120119,FROZEN,,,,,,,Standard,,3865043,
malabar delight ripe jackfruit chips 100,malabar delight ripe jackfruit chips 100,3.55000,GST,3.90500,5.99000,False,0.348080,False,0,8906064705245,CONFECTIONERY,Malabar,,,,,,Standard,,3865077,
MD banana chips 908g,MD banana chips 908g,7.65000,GST,8.41500,12.99000,False,0.352190,False,0,8906064705719,CONFECTIONERY,,,,,,,Standard,,3865087,
MD banana chips chilli 454g,MD banana chips chilli 454g,4.95000,GST,5.44500,8.20000,False,0.335980,False,0,8906064705627,CONFECTIONERY,,,,,,,Standard,,3865091,
MD jackfruit chips 454g,MD jackfruit chips 454g,4.05000,GST,4.45500,6.50000,False,0.314620,False,0,8906064705658,CONFECTIONERY,,,,,,,Standard,,3865095,
MD banana sweetened 454g,MD banana sweetened 454g,4.50000,GST,4.95000,6.99000,False,0.291850,False,0,8906064705641,CONFECTIONERY,,,,,,,Standard,,3865101,
MD JAGGERY CUBE 1,MD JAGGERY CUBE 1,2.72000,GST,2.99200,4.39000,False,0.318450,False,0,0022535740,Grocery,,,,,,,Standard,,3866819,
MD JAGGERY CUBE 500g,MD JAGGERY CUBE 500g,1.81000,GST,1.99100,2.99000,False,0.334110,False,0,6166554816,Grocery,RED O,,,,,,Standard,,3866845,
MD JAGGERY ROUND 1,MD JAGGERY ROUND 1,2.72000,GST,2.99200,4.39000,False,0.318450,False,0,7374245088,Grocery,,,,,,,Standard,,3866906,
MD MALABAR MIXTURE 454,MD MALABAR MIXTURE 454,3.50000,GST,3.85000,5.99000,False,0.357260,False,0,8906064705665,Grocery,,Red Orange,,,,,Standard,,3866933,
MD Malabar Mixture 908 g,MD Malabar Mixture 908 g,5.45000,GST,5.99500,8.99000,False,0.333150,False,0,7404825035,Grocery,,,,,,,Standard,,3866946,
MD MALABAR MIXTURE EXHOT 454,MD MALABAR MIXTURE EXHOT 454,3.50000,GST,3.85000,5.99000,False,0.357260,False,0,8906064705672,Grocery,Malabar,Red Orange,,,,,Standard,,3866956,
MD MALABAR MIXTURE EXHOT 908,MD MALABAR MIXTURE EXHOT 908,6.35000,GST,6.98500,10.99000,False,0.364420,False,0,8906064705726,Grocery,,,,,,,Standard,,3866971,
MD RIPE JACKFRUIT CHIPS 100,MD RIPE JACKFRUIT CHIPS 100,3.59000,GST,3.94900,5.99000,False,0.340730,False,0,4010501322,CONFECTIONERY,,Red Orange,,,,,Standard,,3866974,
MD SPECIAL MURUKKU 454,MD SPECIAL MURUKKU 454,3.75000,GST,4.12500,6.20000,False,0.334680,False,0,3711885338,CONFECTIONERY,,,,,,,Standard,,3866984,
MD SPECIAL SPINACH MURUKKU 454,MD SPECIAL SPINACH MURUKK 454,3.75000,GST,4.12500,6.20000,False,0.334680,False,0,8906064705696,CONFECTIONERY,Malabar,Red Orange,,,,,Standard,,3866989,
MD TAPIOCA ROUND CHIPS 150,MD TAPIOCA ROUND CHIPS 150,1.98000,GST,2.17800,3.25000,False,0.329850,False,0,3128865103,CONFECTIONERY,,,,,,,Standard,,3866993,
MD TOMATO MURUKKU 454,MD TOMATO MURUKKU 454,3.18000,GST,3.49800,6.75000,False,0.481780,False,0,8906064705702,CONFECTIONERY,,,,,,,Standard,,3866996,
"Dabur kewra water 250ml ",Dabur kewra 250ml,2.70000,GST,2.97000,3.59000,False,0.172700,False,0,8901207003936,"Personal Care, Beauty & Pharmacy",,Indya,,,,,Standard,,3869860,
Indya Falooda drink Rabdi flavour,Indya Falooda drink Rabdi flavour,1.50000,GST,1.65000,3.99000,False,0.586470,False,0,9339209011205,Grocery,,,,,,,Standard,,3869861,
Indya falooda drink Rose Flavour,Indya falooda drink Rose Flavour,1.65000,GST,1.81500,3.99000,False,0.545110,False,0,9339209011120,Drinks,,,,,,,Standard,,3869862,
Moov spray,Moov spray,0.00000,GST,0.00000,7.99000,False,1.000000,False,0,8901177102301,"Personal Care, Beauty & Pharmacy",,,,,,,Standard,,3870386,
"FOCO COCONUT JUICE ","FOCO COCONUT JUICE ",0.00000,GST,0.00000,2.50000,False,1.000000,False,0,016229901141,Drinks,,TSDA,,,,,Standard,,3873562,
Wagh bakri ginger tea 50g,Wagh bakri ginger tea,1.77000,GST,1.94700,2.99000,False,0.348830,False,0,8901747002055,Grocery,,,,,,,Standard,,3873594,
Wagh Bakri Premium Tea Bags 200g,Wagh Bakri Premium Tea Bags 200g,4.36000,GST,4.79600,7.20000,False,0.333890,False,0,8901747000440,Grocery,,KATOOMBA,,,,,Standard,,3873618,
Chings Paneer chilli masala 100g,Chings Paneer chilli masala 100g,1.35000,GST,1.48500,2.25000,False,0.340000,False,0,8901595972531,Grocery,Chings,Sabrini Foods,,,,,Standard,,3875074,
Safety valve Pressure cooker,Safety valve Pressure cooker,0.00000,GST,0.00000,3.00000,False,1.000000,False,0,"8901165200217,8901365604242",SUPPLIES,,,,,,,Standard,,3878700,
Nirapara Beef Ularthu Masala 100g,Nirapara Beef Ularthu Masala 100g,1.65000,GST FREE,1.65000,2.99000,False,0.448160,False,0,8904010697453,Grocery,,,,,,,Standard,,3879835,
MAYIL JACKFRUIT CHIPS 200g,MAYIL JACKFRUIT CHIPS 200g,0.00000,GST,0.00000,4.75000,False,1.000000,False,0,8906005621702,CONFECTIONERY,MAYIL,Asiatic,,,,,Standard,,3880819,
Saurbhi Chakki Atta 2 lbs,Saurbhi Chakki Atta 2 lbs,2.40000,GST FREE,2.40000,3.75000,False,0.360000,False,0,8904188606646,Grocery,,Shivom Enterprises,,,,,Standard,,3883292,
Shaan E Punjab Sharbati Atta 10 lbs,Shaan E Punjab Sharbati Atta 10 lbs,3.99000,GST FREE,3.99000,5.99000,False,0.333890,False,0,1341025467,Grocery,,Shivom Enterprises,,,,,Standard,,3883357,
Horlicks Original (Jar) 1kg,Horlicks Original (Jar) 1kg,14.00000,GST FREE,14.00000,18.49000,False,0.242830,False,0,8901030807213,Grocery,,Shivom Enterprises,,,,,Standard,,3883521,
Saurbhi Sona Masoori Rice 5 kg,Saurbhi Sona Masoori Rice 5 kg,9.50000,GST FREE,9.50000,14.29000,False,0.335200,False,0,8904188609876,Grocery,,Shivom Enterprises,,,,,Standard,,3883645,
HALDIRAM HOME STYLE BULK ALOO PARATHA,HALDIRAM HOME STYLE BULK ALOO PARATHA,9.00000,GST FREE,9.00000,14.99000,False,0.399600,False,0,4865712046,FROZEN,HALDIRAMS,Indian Foods,,,,,Standard,,3886784,
Vadilal Veggie Nuggets,Vadilal Veggie Nuggets,3.35000,GST FREE,3.35000,5.00000,False,0.330000,False,0,8901777526767,FROZEN,,,,,,,Standard,,3887157,
NANAK ALOO TIKKI,NANAK ALOO TIKKI,10.00000,GST FREE,10.00000,15.00000,False,0.333330,False,0,797677704705,FROZEN,,KATOOMBA,,,,,Standard,,3887239,
PATTU PONNI RAW RICE 5 KG,PATTU PONNI RAW RICE 5 KG,8.67000,GST FREE,8.67000,13.00000,False,0.333080,False,0,9325566003250,Grocery,,Sabrini,,,,,Standard,,3887433,
PEANUTS RAW LARGE 250G,PEANUTS RAW LARGE 250G,1.93000,GST FREE,1.93000,3.00000,False,0.356670,False,0,9325566008255,Grocery,,Sabrini,,,,,Standard,,3887595,
Yakult Probiotic Drink,Yakult Probiotic Drink,2.90000,GST,3.19000,4.99000,False,0.360720,False,0,9317557896019,Grocery,,,,,,,Standard,,3887638,
CAPSTAN MAKERS BLEND 15G,CAPSTAN MAKERS BLEND 15G,26.45000,GST,29.09500,37.99000,False,0.234140,False,0,9310797285476,Tobacco,,TSG,,,,,Standard,,3887654,
Jps Gold 26,Jps Gold 26,0.00000,GST,0.00000,42.99000,False,1.000000,False,0,93530644,Tobacco,,TSG,,,,,Standard,,3887655,
Peter Stuyvesant Classic Blue 20,Peter Stuyvesant Classic Blue 20,0.00000,GST,0.00000,38.99000,False,1.000000,False,0,93213028,Tobacco,,TSG,,,,,Standard,,3887659,
Capstan Makers Blend 25G,Capstan Makers Blend 25G,0.00000,GST,0.00000,38.50000,False,1.000000,False,0,9310797284820,Tobacco,,TSG,,,,,Standard,,3887660,
Jps Abundant Gold 25G,Jps Abundant Gold 25G,0.00000,GST,0.00000,55.99000,False,1.000000,False,0,9327329010239,Tobacco,,,,,,,Standard,,3887661,
Choice Signature Bold Red 25,Choice Signature Bold Red 25,0.00000,GST,0.00000,40.99000,False,1.000000,False,0,9310704910804,Tobacco,,TSG,,,,,Standard,,3887663,
WINFIELD BLUE 20G TOBACCO,WINFIELD BLUE 20G TOBACCO,38.80000,GST,42.68000,48.99000,False,0.128800,False,0,9310797281911,Tobacco,,TSG,,,,,Standard,,3887690,
Bond Street Classic Gold 20s,Bond Street Classic Gold 20s,29.00000,GST FREE,29.00000,39.99000,False,0.274820,False,0,9310704914253,Tobacco,,TSG,,,,,Standard,,3887699,
CHOICE SIGNATURE BLUE 20,CHOICE SIGNATURE BLUE 20,22.36000,GST,24.59600,30.99000,False,0.206320,False,0,9310704910378,Tobacco,,TSG,,,,,Standard,,3887701,
"MASALA PARATHA VADILAL 65G ","MASALA PARATHA VADILAL 65G ",2.08000,GST FREE,2.08000,3.99000,False,0.478700,False,0,8901777448762,FROZEN,VADIL,South Pacific,,,,,Standard,,3903846,
GOBI PARATHA VADILAL 100G 4 PCS	,GOBI PARATHA VADILAL 100G 4 PCS	,2.08000,GST FREE,2.08000,3.99000,False,0.478700,False,0,8901777407127,FROZEN,VADIL,South Pacific,,,,,Standard,,3903885,
lata kitchen nylon sev 400g,lata kitchen nylon sev 400g,2.73000,GST,3.00300,4.99000,False,0.398200,False,0,8906013381407,FROZEN,,,,,,,Standard,,3904268,
VADILAL ONION PARATHA 80,"VADILAL ONION PARATHA 80G ",2.08000,GST FREE,2.08000,3.99000,False,0.478700,False,0,8901777405123,FROZEN,VADIL,South Pacific,,,,,Standard,,3904328,
Vadilal Mixed Vegetables 312G,Vadilal Mixed Vegetables 312G,1.66000,GST FREE,1.66000,2.50000,False,0.336000,False,0,8901777040669,FROZEN,,South Pacific,,,,,Standard,,3904456,
Vadilal MixVeg Paratha 100g 4 pcs,Vadilal MixVeg Paratha 100g 4 pcs,2.08000,GST FREE,2.08000,3.99000,False,0.478700,False,0,8901777404126,FROZEN,VADIL,South Pacific,,,,,Standard,,3904483,
Britannia Cows Ghee 2L,Britannia Cows Ghee 2L,23.50000,GST FREE,23.50000,35.99000,False,0.347040,False,0,8901063405349,Grocery,,Indya,,,,,Standard,,3907320,
BEN & JERRYS TRIPLE CAR CHNK 458Ml,BEN & JERRYS TRIPLE CAR CHNK 458Ml,7.89000,GST,8.67900,12.99000,False,0.331870,False,0,3611271561,FROZEN,,Metro Icecream,,,,,Standard,,3907483,
INDYA JAGGERY POWDER 1 KG,INDYA JAGGERY POWDER 1 KG,3.89000,GST FREE,3.89000,5.89000,False,0.339560,False,0,4855802448,Grocery,,Indya,,,,,Standard,,3908248,
KOZHIKODENS ANDHRA MIXTURE 400G,KOZHIKODENS ANDHRA MIXTURE 400G,3.70000,GST,4.07000,5.99000,False,0.320530,False,0,8906064701452,Grocery,,KATOOMBA,,,,,Standard,,3909076,
VADILAL PUNJABI SAMOSA 75g 25 pcs,VADILAL PUNJABI SAMOSA 75g 25 pcs,11.25000,GST FREE,11.25000,16.99000,False,0.337850,False,0,8023348632,FROZEN,,South Pacific,,,,,Standard,,3917707,
Double Horse Samba Broken Wheat 1 Kg,Double Horse Samba Broken Wheat 1 Kg,4.89000,GST FREE,4.89000,7.75000,False,0.369030,False,0,8904011505702,Grocery,DOUBLE HORSE,Wales,,,,,Standard,,3918321,
MT GINGELLY OIL 1L,MT GINGELLY OIL 1L,7.25000,GST FREE,7.25000,12.49000,False,0.419540,False,0,8906082393271,Grocery,MALABAR TREATS,Wales,,,,,Standard,,3918346,
KT FISH PICKLE 400G	,KT FISH PICKLE 400G	,6.60000,GST FREE,6.60000,10.50000,False,0.371430,False,0,3261160135,Grocery,,Wales,,,,,Standard,,3918360,
KT PRAWN COCONUT CHUTNEY POWDER,KT PRAWN COCONUT CHUTNEY POWDER,4.99000,GST FREE,4.99000,7.99000,False,0.375470,False,0,3071080501,Grocery,,Wales,,,,,Standard,,3918364,
KT PRAWN PICKLE 400G,KT PRAWN PICKLE 400G,6.60000,GST FREE,6.60000,8.49000,False,0.222610,False,0,8908003032801,Grocery,,Wales,,,,,Standard,,3918371,
TASTE N EAT IDIYAPPAM 454G,TASTE N EAT IDIYAPPAM 454G,0.00000,GST,0.00000,8.99000,False,1.000000,False,0,8906029015440,CONFECTIONERY,,asian foods,,,,,Standard,,3920524,
GARVI GUJARAT BHEL MIX 285G,GARVI GUJARAT BHEL MIX 285G,0.00000,GST,0.00000,3.79000,False,1.000000,False,0,7232462905910,Grocery,,KATOOMBA,,,,,Standard,,3920556,
Maharajas Choice Cardamom Green Pods 50g,Maharajas Choice Cardamom Green Pods 50g,2.73000,GST,3.00300,6.99000,False,0.570390,False,0,9311503100328,Grocery,,,,,,,Standard,,3942039,
Saurbhi Ginger Paste 1Kg,Saurbhi Ginger Paste 1Kg,4.25000,GST FREE,4.25000,6.99000,False,0.391990,False,0,8904188610360,Grocery,,Shivom Enterprises,,,,,Standard,,3942291,
DAILY DELIGHT  AVIYAL MIX 400G,DAILY DELIGHT  AVIYAL MIX 400G,3.50000,GST FREE,3.50000,5.89000,False,0.405770,False,0,4614627778,FROZEN,,Red Orange,,,,,Standard,,3945971,
Instant Palada Payasam Mix,Instant Palada Payasam Mix,2.99000,GST FREE,2.99000,4.99000,False,0.400800,False,0,2713818360,Grocery,,Wales,,,,,Standard,,3947218,
Telugu Mixed Veg Pickle with Garlic,Telugu Mixed Veg Pickle with Garlic,1.99000,GST FREE,1.99000,3.49000,False,0.429800,False,0,4557237106,Grocery,,Wales,,,,,Standard,,3947244,
SWAGATH KAJU KATLI,SWAGATH KAJU KATLI,6.36000,GST,6.99600,8.99000,False,0.221800,False,0,744109413667,CONFECTIONERY,,,,,,,Standard,,3948038,
Grandmas Tender Mango Pickle 400g,Grandmas Tender Mango Pickle 400g,3.25000,GST FREE,3.25000,4.99000,False,0.348700,False,0,8902082000416,Grocery,GRANDMAS,Wales,,,,,Standard,,3954674,
EASTERN SORTEX MATTA RICE 5 KG,EASTERN SORTEX MATTA RICE 5 KG,9.50000,GST FREE,9.50000,14.99000,False,0.366240,False,0,,Grocery,,Wales,,,,,Standard,,3954834,
MAYIL TAMARIND 1 Kg,MAYIL TAMARIND 1 Kg,5.25000,GST FREE,5.25000,7.99000,False,0.342930,False,0,3544736832,Grocery,,Asiatic,,,,,Standard,,3956121,
Mayil Sona Masoori Rice 5 Kg,Mayil Sona Masoori Rice 5 Kg,11.00000,GST FREE,11.00000,16.99000,False,0.352560,False,0,0564774638,Grocery,MAYIL,Asiatic,,,,,Standard,,3956668,
Miracle M Schezwan Chings 100gm,Miracle M Schezwan Chings 100gm,1.49000,GST FREE,1.49000,2.29000,False,0.349340,False,0,3548422463,Grocery,Chings,Sabrini,,,,,Standard,,3959085,
Green Chilli Sauce Chings 190g,Green Chilli Sauce Chings 190g,2.29000,GST FREE,2.29000,3.99000,False,0.426070,False,0,6425402738,Grocery,Chings,Sabrini,,,,,Standard,,3959231,
Brahmins idli powder cereal mix 750 g,Brahmins idli powder cereal mix 750 g,3.99000,GST FREE,3.99000,5.75000,False,0.306090,False,0,8906014081030,Grocery,,,,,,,Standard,,3961266,
Sharma motichoor ladoo 500g,Sharma motichoor ladoo 500g,9.08000,GST,9.98800,13.99000,False,0.286060,False,0,9325420000722,CONFECTIONERY,,,,,,,Standard,,3961400,
Pattu red chilli 200g,Pattu red chilli 200g,0.00000,GST,0.00000,2.99000,False,1.000000,False,0,8886326055953,Grocery,Pattu,,,,,,Standard,,3961651,
KOZHIKODENS MADRAS MIXTURE 400G,"KOZHIKODENS MADRAS MIXTURE 400G ",3.39000,GST,3.72900,5.69000,False,0.344640,False,0,8906064701643,CONFECTIONERY,KOZHI,KATOOMBA,,,,,Standard,,3966646,
MTR badam mix 500g,MTR badam mix 500g,4.89000,GST,5.37900,8.49000,False,0.366430,False,0,8901042954677,Drinks,MTR C,Asiatic,,,,,Standard,,3969956,
MAYIL Tender Mango Pickle 400GMS,MAYIL Tender Mango Pickle 400GMS,3.90000,GST,4.29000,5.99000,False,0.283810,False,0,8906005625519,CONFECTIONERY,MAYIL,asiatic,,,,,Standard,,3970028,
BAGHABARI GHEE 225G,BHAGHABARI GHEE 225G,6.50000,GST FREE,6.50000,8.50000,False,0.235290,False,0,,Grocery,,ASR ENTERPRISES,,,,,Standard,,3985256,
BALACHONG ASIA MYANMER,BALACHONG ASIA MYANMER,5.50000,GST FREE,5.50000,8.25000,False,0.333330,False,0,8885009010029,Grocery,,ASR ENTERPRISES,,,,,Standard,,3985303,
ACI PURE NAGA PICKLE,ACI PURE NAGA PICKLE,4.50000,GST FREE,4.50000,6.99000,False,0.356220,False,0,8169003007316,Grocery,,ASR ENTERPRISES,,,,,Standard,,3985315,
BD DRY CAKE 300G,BD DRY CAKE 300G,2.70000,GST FREE,2.70000,4.50000,False,0.400000,False,0,8940356991305,CONFECTIONERY,,ASR ENTERPRISES,,,,,Standard,,3985330,
ACI Pure Dry Chilli 100G,ACI Pure Dry Chilli 100G,1.50000,GST FREE,1.50000,2.50000,False,0.400000,False,0,816903001750,Grocery,,ASR ENTERPRISES,,,,,Standard,,3985338,
ACI FLATTEN RICE 500G,ACI FLATTEN RICE 500G,1.50000,GST FREE,1.50000,2.50000,False,0.400000,False,0,8139003003281,CONFECTIONERY,,ASR ENTERPRISES,,,,,Standard,,3985351,
ACI POTATO CRACKERS SPICEY,ACI POTATO CRACKERS SPICEY,0.60000,GST FREE,0.60000,1.00000,False,0.400000,False,0,816903003020,CONFECTIONERY,,ASR ENTERPRISES,,,,,Standard,,3985366,
BAGHABARI GHEE 1KG,BHAGHABARI GHEE 1KG,23.50000,GST FREE,23.50000,28.50000,False,0.175440,False,0,4812676545,Grocery,,ASR ENTERPRISES,,,,,Standard,,3988022,
PATTU DRY GINGER 100g,PATTU DRY GINGER 100g,0.00000,GST,0.00000,3.99000,False,1.000000,False,0,9325566013440,Grocery,Pattu,,,,,,Standard,,3988188,
TATKA JALEBI 500G,TATKA JALEBI 500G,0.00000,GST,0.00000,15.75000,False,1.000000,False,0,8838151338442,CONFECTIONERY,TATKA,bluecrest,,,,,Standard,,3988397,
SCHWEPPES GINGER ALE,SCHWEPPES GINGER ALE,1.72000,GST,1.89200,2.85000,False,0.336140,False,0,9315596000442,Drinks,SCHWE,ASAHI,,,,,Standard,,3988462,
HK SWEET RICE BALL,HK SWEET RICE BALL,0.00000,GST,0.00000,15.75000,False,1.000000,False,0,8860766204720,CONFECTIONERY,HK,,,,,,Standard,,3988634,
ACI MUSTARD OIL 500G,ACI MUSTARD OIL 500G,3.00000,GST FREE,3.00000,4.99000,False,0.398800,False,0,816903000975,Grocery,,ASR ENTERPRISES,,,,,Standard,,3990991,
"RADHUNI PURE MUSTARD OIL ","RADHUNI PURE MUSTARD OIL ",6.50000,GST FREE,6.50000,8.99000,False,0.276970,False,0,8941100512661,Grocery,RADHU,ASR ENTERPRISES,,,,,Standard,,3992156,
Dettol Soap original 125g Green,Dettol Soap original 125g Green,1.44000,GST,1.58400,2.99000,False,0.470230,False,0,8901396397625,"Personal Care, Beauty & Pharmacy",,Indya,,,,,Standard,,3993212,
Dettol Soap Cool Blue 125g,Dettol Soap Cool Blue 125g,1.44000,GST,1.58400,2.99000,False,0.470230,False,0,8901396399612,"Personal Care, Beauty & Pharmacy",,Indya,,,,,Standard,,3993219,
"Red Fort Camphor Glass Bottle 50G ",Red Fort Camphor Glass Bottle  50G,3.85000,GST,4.23500,6.99000,False,0.394130,False,0,,POOJA,,Indya,,,,,Standard,,3993503,
Poojawale Rangoli Color (300g) 6 Colors,Poojawale Rangoli Color (300g) 6 Colors,2.25000,GST,2.47500,3.99000,False,0.379700,False,0,,POOJA,,Indya,,,,,Standard,,3993546,
Laxmi Dhoop Small box(8sticks),Laxmi Dhoop Small box(8sticks),0.27000,GST,0.29700,1.00000,False,0.703000,False,0,8901129153375,POOJA,,Indya,,,,,Standard,,3993601,
"Cycle Musk Cones 2"" 1Outer","Cycle Musk Cones 2"" 1Outer",0.57000,GST,0.62700,1.49000,False,0.579190,False,0,,POOJA,CYCLE,Indya,,,,,Standard,,3999218,
"Cycle Myrrh Cones 2"" 1Outer","Cycle Myrrh Cones 2"" 1Outer",0.57000,GST,0.62700,1.49000,False,0.579190,False,0,8901751359046,POOJA,CYCLE,Indya,,,,,Standard,,3999347,
"Cycle Lemon Grass Cones 2"" 1Outer","Cycle Lemon Grass Cones 2"" 1Outer",0.57000,GST,0.62700,1.49000,False,0.579190,False,0,8901751367287,POOJA,CYCLE,Indya,,,,,Standard,,3999704,
Prestige Popular Plus Alu Cooker 3lt,Prestige Popular Plus Alu Cooker 3lt,31.00000,GST,34.10000,65.00000,False,0.475380,False,0,8901365107165,SUPPLIES,PRESTIGE,Indya,,,,,Standard,,3999814,
Prestige Popular Plus Alu Cooker 5Ltr,Prestige Popular Plus Alu Cooker 5Ltr,47.27000,GST,51.99700,69.99000,False,0.257080,False,0,8901365102038,SUPPLIES,PRESTIGE,Indya,,,,,Standard,,3999854,
Alu Mini Dlx Handi Pressure Cooker 3ltr,Alu Mini Dlx Handi Pressure Cooker 3ltr(Red),31.00000,GST,34.10000,55.00000,False,0.380000,False,0,8901365107958,SUPPLIES,PRESTIGE,Indya,,,,,Standard,,3999885,
Alu Mini Dlx Handi Pressure Cooker 2ltr,Alu Mini Dlx Handi Pressure Cooker 2ltr Red,29.00000,GST,31.90000,52.00000,False,0.386540,False,0,890365107156,SUPPLIES,PRESTIGE,Indya,,,,,Standard,,3999902,
